complaint_id,department,district,service_type,complaint_category,complaint_date,resolution_date,resolution_time_days,status,satisfaction_score,priority
C001140,Municipal Council,Kilinochhi,License Renewal,System Downtime,2025-01-19,2025-07-08,170,Resolved,2,High
C001141,Department of Health Services,Ratnapura,School Admission,Delayed Processing,2024-08-19,2024-10-18,60,Resolved,4,Low
C001142,Pradeshiya Sabha,Vavuniya,Visa Processing,Poor Facility Condition,2025-01-20,2025-07-19,180,Resolved,5,Low
C001143,Pradeshiya Sabha,Trincomalee,License Renewal,Rude Staff Behavior,2024-02-14,2024-07-10,147,Resolved,4,Low
C001144,Department of Education,Nuwara Eliya,Land Registration,Delayed Processing,2023-12-19,2024-06-09,173,Resolved,5,Low
C001145,Municipal Council,Monaragala,Birth Certificate,Delayed Processing,2025-03-27,2025-05-21,55,Resolved,2,Low
C001146,Department of Pensions,Matara,Police Report,Incorrect Information,2023-10-20,2024-01-12,84,Resolved,5,Medium
C001147,Provincial Council Secretariat,Polonnaruwa,Police Report,Overcharging,2025-08-07,,44,Pending,1,Low
C001148,Divisional Secretariat,Kalutara,Medical Certificate,System Downtime,2025-08-29,2025-10-26,58,Resolved,5,Low
C001149,Department of Health Services,Matara,Passport Application,Incorrect Information,2024-10-15,2025-03-08,144,Resolved,5,Low
C001150,Divisional Secretariat,Galle,Police Report,Delayed Processing,2023-12-19,,641,Pending,1,Medium
C001151,Department of Motor Traffic,Jaffna,License Renewal,Poor Facility Condition,2024-01-29,2024-05-06,98,Resolved,4,Medium
C001152,Municipal Council,Matale,Business Registration,Poor Facility Condition,2024-10-22,2025-01-12,82,Resolved,4,Medium
C001153,Department of Census and Statistics,Matale,Visa Processing,Bribery Demand,2024-01-08,2024-05-25,138,Resolved,5,Low
C001154,Pradeshiya Sabha,Badulla,Police Report,Long Queue,2024-12-30,,264,Pending,1,Medium
C001155,Pradeshiya Sabha,Puttalam,Land Registration,Bribery Demand,2024-08-02,2025-01-26,177,Resolved,2,Low
C001156,Department of Census and Statistics,Matale,Police Report,Bribery Demand,2025-09-11,2025-09-27,16,Resolved,5,Medium
C001157,Department of Immigration,Ampara,Police Report,Missing Documents,2024-05-08,2024-05-22,14,Resolved,5,Low
C001158,Provincial Council Secretariat,Vavuniya,Tax Filing,Missing Documents,2025-07-27,2025-09-06,41,Resolved,5,Medium
C001159,Pradeshiya Sabha,Jaffna,Visa Processing,Bribery Demand,2024-09-11,2024-12-21,101,Resolved,1,Medium
C001160,Divisional Secretariat,Gampaha,Police Report,Incorrect Information,2025-04-04,2025-05-08,34,Resolved,3,Low
C001161,Department of Pensions,Matale,Passport Application,Bribery Demand,2024-03-06,2024-06-28,114,Resolved,4,Medium
C001162,Divisional Secretariat,Kandy,Medical Certificate,Rude Staff Behavior,2024-04-08,2024-04-11,3,Resolved,3,Low
C001163,Registrar General Department,Mannar,Land Registration,Rude Staff Behavior,2024-12-01,2025-01-14,44,Resolved,5,High
C001164,Department of Health Services,Matale,Medical Certificate,Missing Documents,2024-01-19,2024-07-04,167,Resolved,3,Low
C001165,Divisional Secretariat,Nuwara Eliya,Medical Certificate,Missing Documents,2024-01-20,2024-05-25,126,Resolved,3,Medium
C001166,Municipal Council,Vavuniya,Visa Processing,Overcharging,2025-08-07,2025-12-04,119,Resolved,5,Low
C001167,Municipal Council,Badulla,Business Registration,Bribery Demand,2024-01-21,,608,Pending,1,Low
C001168,Pradeshiya Sabha,Kandy,School Admission,Rude Staff Behavior,2025-04-29,2025-08-30,123,Resolved,3,Low
C001169,Registrar General Department,Kilinochhi,Birth Certificate,Protocol Violation,2025-07-12,2025-09-27,77,Resolved,4,Low
C001170,Provincial Council Secretariat,Trincomalee,Land Registration,Delayed Processing,2025-09-07,,13,Pending,2,Medium
C001171,Inland Revenue Department,Badulla,Birth Certificate,Rude Staff Behavior,2025-05-11,2025-10-25,167,Resolved,2,High
C001172,Department of Census and Statistics,Kandy,License Renewal,Rude Staff Behavior,2025-09-01,2026-01-22,143,Resolved,3,Medium
C001173,Department of Motor Traffic,Kalutara,Birth Certificate,Protocol Violation,2025-07-20,2025-12-11,144,Resolved,3,Low
C001174,Department of Pensions,Gampaha,Business Registration,Incorrect Information,2025-03-31,2025-09-16,169,Resolved,1,Medium
C001175,Department of Census and Statistics,Trincomalee,Tax Filing,Poor Facility Condition,2024-12-19,,275,Pending,2,Medium
C001176,Inland Revenue Department,Gampaha,Passport Application,Rude Staff Behavior,2024-04-22,2024-10-09,170,Resolved,5,Low
C001177,Divisional Secretariat,Mannar,Visa Processing,Rude Staff Behavior,2024-04-28,2024-09-30,155,Resolved,4,Medium
C001178,Department of Health Services,Polonnaruwa,Marriage Certificate,Missing Documents,2024-11-26,,298,Pending,1,Low
C001179,Inland Revenue Department,Kalutara,Medical Certificate,Incorrect Information,2024-06-07,2024-12-02,178,Resolved,2,High
C001180,Municipal Council,Trincomalee,School Admission,Rude Staff Behavior,2025-09-03,2025-12-08,96,Resolved,4,Low
C001181,Divisional Secretariat,Matara,Birth Certificate,Incorrect Information,2024-02-25,2024-06-16,112,Resolved,3,Low
C001182,Municipal Council,Kalutara,Tax Filing,System Downtime,2024-01-11,2024-04-25,105,Resolved,1,Medium
C001183,Registrar General Department,Vavuniya,Passport Application,Missing Documents,2024-02-17,2024-04-15,58,Resolved,3,High
C001184,Department of Education,Kandy,Business Registration,System Downtime,2024-01-25,2024-04-13,79,Resolved,4,Medium
C001185,Department of Motor Traffic,Nuwara Eliya,Tax Filing,Missing Documents,2024-07-05,2024-12-08,156,Resolved,1,Low
C001186,Department of Health Services,Ampara,School Admission,Rude Staff Behavior,2025-08-15,2025-12-30,137,Resolved,4,Low
C001187,Department of Immigration,Vavuniya,School Admission,Incorrect Information,2025-08-24,2025-10-03,40,Resolved,4,Low
C001188,Department of Health Services,Monaragala,Land Registration,Rude Staff Behavior,2025-07-06,2025-09-08,64,Resolved,4,Low
C001189,Department of Health Services,Trincomalee,Police Report,Bribery Demand,2024-09-17,2025-01-24,129,Resolved,3,Low
C001190,Registrar General Department,Polonnaruwa,Birth Certificate,Delayed Processing,2023-12-19,2024-04-02,105,Resolved,4,Medium
C001191,Department of Pensions,Kurunegala,Land Registration,Long Queue,2023-12-25,2024-01-09,15,Resolved,1,High
C001192,Provincial Council Secretariat,Badulla,Medical Certificate,Protocol Violation,2024-11-28,2025-01-02,35,Resolved,3,Medium
C001193,Pradeshiya Sabha,Colombo,Police Report,Missing Documents,2024-11-09,,315,Pending,1,Medium
C001194,Provincial Council Secretariat,Badulla,School Admission,Long Queue,2024-09-08,2025-02-25,170,Resolved,5,Medium
C001195,Department of Immigration,Kalutara,Tax Filing,Rude Staff Behavior,2024-03-11,2024-07-24,135,Resolved,5,Medium
C001196,Registrar General Department,Kilinochhi,Medical Certificate,Bribery Demand,2023-11-12,2024-02-18,98,Resolved,2,Medium
C001197,Inland Revenue Department,Colombo,Police Report,Poor Facility Condition,2024-01-19,2024-05-22,124,Resolved,3,Low
C001198,Department of Motor Traffic,Batticaloa,School Admission,Overcharging,2024-07-29,2025-01-10,165,Resolved,4,Low
C001199,Registrar General Department,Colombo,Tax Filing,Rude Staff Behavior,2023-09-27,2023-12-21,85,Resolved,3,Low
C001200,Registrar General Department,Trincomalee,Business Registration,Rude Staff Behavior,2023-09-30,,721,Pending,2,Low
C001201,Department of Pensions,Matara,Land Registration,Missing Documents,2025-02-01,,231,Pending,3,Low
C001202,Department of Pensions,Kandy,Land Registration,Overcharging,2024-09-28,2024-11-14,47,Resolved,4,Low
C001203,Pradeshiya Sabha,Galle,Birth Certificate,Bribery Demand,2024-09-17,2024-09-19,2,Resolved,3,Low
C001204,Department of Immigration,Badulla,Passport Application,Overcharging,2024-02-04,2024-04-29,85,Resolved,5,High
C001205,Department of Education,Badulla,Police Report,Rude Staff Behavior,2024-06-19,,458,Pending,2,Low
C001206,Registrar General Department,Colombo,Marriage Certificate,Rude Staff Behavior,2024-11-03,2025-02-11,100,Resolved,2,Low
C001207,Department of Census and Statistics,Mullaitivu,School Admission,Long Queue,2023-10-04,2023-12-04,61,Resolved,1,Low
C001208,Inland Revenue Department,Anuradhapura,Marriage Certificate,Protocol Violation,2024-07-13,2024-08-04,22,Resolved,4,Low
C001209,Inland Revenue Department,Badulla,Pension Claims,Bribery Demand,2024-07-04,2024-09-10,68,Resolved,5,Low
C001210,Inland Revenue Department,Puttalam,Medical Certificate,Rude Staff Behavior,2024-01-04,2024-05-12,129,Resolved,4,Low
C001211,Department of Immigration,Mullaitivu,License Renewal,Poor Facility Condition,2024-02-03,2024-04-14,71,Resolved,5,Low
C001212,Municipal Council,Matara,Passport Application,System Downtime,2023-11-12,2024-03-26,135,Resolved,3,Low
C001213,Registrar General Department,Hambantota,Tax Filing,Incorrect Information,2023-11-22,2024-05-05,165,Resolved,1,High
C001214,Department of Immigration,Gampaha,License Renewal,Long Queue,2025-09-18,2025-12-09,82,Resolved,5,Medium
C001215,Divisional Secretariat,Kandy,Pension Claims,Rude Staff Behavior,2024-08-15,2024-12-14,121,Resolved,3,Low
C001216,Municipal Council,Colombo,Medical Certificate,Protocol Violation,2025-02-05,2025-04-24,78,Resolved,2,Medium
C001217,Divisional Secretariat,Trincomalee,School Admission,System Downtime,2024-02-01,2024-05-04,93,Resolved,4,Low
C001218,Registrar General Department,Matale,Medical Certificate,Poor Facility Condition,2024-06-29,2024-10-06,99,Resolved,1,Low
C001219,Inland Revenue Department,Monaragala,Land Registration,Delayed Processing,2025-05-13,2025-10-28,168,Resolved,5,Low
C001220,Inland Revenue Department,Kurunegala,Police Report,Rude Staff Behavior,2025-04-02,2025-06-19,78,Resolved,4,Low
C001221,Provincial Council Secretariat,Mannar,Tax Filing,Overcharging,2024-04-04,2024-06-08,65,Resolved,5,Medium
C001222,Provincial Council Secretariat,Trincomalee,License Renewal,Rude Staff Behavior,2024-01-19,2024-02-06,18,Resolved,3,Medium
C001223,Divisional Secretariat,Gampaha,Police Report,Bribery Demand,2025-09-03,2025-11-17,75,Resolved,1,Medium
C001224,Registrar General Department,Nuwara Eliya,Land Registration,Protocol Violation,2024-11-01,2025-03-18,137,Resolved,5,Low
C001225,Department of Motor Traffic,Nuwara Eliya,School Admission,Bribery Demand,2024-10-24,2025-01-02,70,Resolved,2,Medium
C001226,Pradeshiya Sabha,Ratnapura,Business Registration,Incorrect Information,2023-09-30,2024-02-09,132,Resolved,3,Low
C001227,Department of Immigration,Matara,License Renewal,Protocol Violation,2024-05-03,2024-07-11,69,Resolved,4,Low
C001228,Department of Pensions,Gampaha,Medical Certificate,Bribery Demand,2023-10-31,2024-01-11,72,Resolved,5,High
C001229,Municipal Council,Anuradhapura,Tax Filing,System Downtime,2024-04-23,2024-04-24,1,Resolved,4,Low
C001230,Department of Health Services,Anuradhapura,Visa Processing,System Downtime,2025-09-12,2025-11-19,68,Resolved,4,High
C001231,Department of Pensions,Nuwara Eliya,Visa Processing,Long Queue,2025-06-22,2025-09-22,92,Resolved,2,Medium
C001232,Department of Health Services,Polonnaruwa,Visa Processing,Poor Facility Condition,2025-05-10,,133,Pending,3,Medium
C001233,Municipal Council,Kegalle,Pension Claims,Rude Staff Behavior,2024-12-16,2025-02-23,69,Resolved,2,Low
C001234,Department of Immigration,Batticaloa,Marriage Certificate,Rude Staff Behavior,2024-12-08,2025-04-10,123,Resolved,1,Low
C001235,Department of Motor Traffic,Jaffna,Marriage Certificate,Rude Staff Behavior,2025-02-04,2025-03-23,47,Resolved,4,Medium
C001236,Department of Health Services,Matara,Land Registration,Missing Documents,2025-08-24,2025-09-11,18,Resolved,2,Low
C001237,Department of Motor Traffic,Anuradhapura,Birth Certificate,Missing Documents,2025-03-13,,191,Pending,3,Low
C001238,Department of Immigration,Matara,Birth Certificate,Incorrect Information,2024-01-11,2024-06-24,165,Resolved,5,Low
C001239,Registrar General Department,Kurunegala,Police Report,System Downtime,2025-06-24,2025-06-27,3,Resolved,5,High
C001240,Department of Education,Nuwara Eliya,Visa Processing,System Downtime,2023-12-17,2024-04-18,123,Resolved,4,Low
C001241,Municipal Council,Kurunegala,Birth Certificate,Long Queue,2024-05-27,,481,Pending,2,Medium
C001242,Department of Health Services,Matale,License Renewal,Bribery Demand,2024-01-04,2024-01-31,27,Resolved,4,Low
C001243,Inland Revenue Department,Badulla,Pension Claims,Delayed Processing,2024-12-01,2025-03-02,91,Resolved,4,Low
C001244,Divisional Secretariat,Kilinochhi,Birth Certificate,System Downtime,2024-01-11,2024-03-24,73,Resolved,3,High
C001245,Department of Health Services,Trincomalee,Tax Filing,Poor Facility Condition,2023-12-16,2024-05-19,155,Resolved,2,Low
C001246,Divisional Secretariat,Jaffna,Tax Filing,Delayed Processing,2024-11-29,2025-05-19,171,Resolved,4,Low
C001247,Pradeshiya Sabha,Kalutara,License Renewal,Rude Staff Behavior,2025-02-13,2025-04-22,68,Resolved,5,Medium
C001248,Department of Education,Kalutara,Birth Certificate,Poor Facility Condition,2024-02-18,2024-05-28,100,Resolved,3,Low
C001249,Department of Immigration,Nuwara Eliya,Pension Claims,System Downtime,2024-07-02,,445,Pending,1,Low
C001250,Municipal Council,Kilinochhi,Marriage Certificate,Bribery Demand,2024-11-28,2025-03-14,106,Resolved,4,Low
C001251,Provincial Council Secretariat,Matara,Pension Claims,Delayed Processing,2025-04-05,2025-08-20,137,Resolved,3,Medium
C001252,Inland Revenue Department,Monaragala,Birth Certificate,Bribery Demand,2024-11-25,2025-05-22,178,Resolved,5,Low
C001253,Department of Education,Matale,Birth Certificate,Long Queue,2024-04-16,2024-04-21,5,Resolved,3,High
C001254,Department of Immigration,Kurunegala,Pension Claims,Bribery Demand,2024-09-24,2024-10-30,36,Resolved,3,Low
C001255,Pradeshiya Sabha,Monaragala,Marriage Certificate,Missing Documents,2024-05-07,,501,Pending,1,Medium
C001256,Registrar General Department,Badulla,School Admission,Delayed Processing,2025-09-02,2025-12-07,96,Resolved,1,Low
C001257,Department of Immigration,Kalutara,Passport Application,Delayed Processing,2025-05-21,2025-05-29,8,Resolved,2,Low
C001258,Pradeshiya Sabha,Matale,Police Report,Protocol Violation,2024-11-20,,304,Pending,1,Medium
C001259,Municipal Council,Monaragala,License Renewal,Incorrect Information,2024-07-23,2024-10-18,87,Resolved,3,Low
C001260,Department of Immigration,Trincomalee,Marriage Certificate,Long Queue,2023-11-21,2023-11-30,9,Resolved,4,Low
C001261,Department of Pensions,Puttalam,Business Registration,Incorrect Information,2024-11-27,2025-03-24,117,Resolved,4,Medium
C001262,Provincial Council Secretariat,Vavuniya,Marriage Certificate,Bribery Demand,2024-11-27,2025-02-05,70,Resolved,5,Low
C001263,Provincial Council Secretariat,Anuradhapura,Birth Certificate,Overcharging,2023-11-17,2024-01-04,48,Resolved,5,Low
C001264,Department of Census and Statistics,Polonnaruwa,Pension Claims,Bribery Demand,2025-07-20,2025-10-26,98,Resolved,2,Low
C001265,Department of Census and Statistics,Colombo,Passport Application,Incorrect Information,2024-01-05,,624,Pending,2,Low
C001266,Department of Pensions,Galle,Business Registration,Bribery Demand,2024-01-08,,621,Pending,2,Medium
C001267,Divisional Secretariat,Gampaha,School Admission,Overcharging,2023-10-24,2023-11-15,22,Resolved,5,Low
C001268,Department of Census and Statistics,Kegalle,Visa Processing,Missing Documents,2024-08-08,,408,Pending,1,Medium
C001269,Pradeshiya Sabha,Badulla,Birth Certificate,System Downtime,2024-08-08,2024-11-08,92,Resolved,5,Low
C001270,Department of Immigration,Colombo,School Admission,Missing Documents,2025-02-17,,215,Pending,3,Low
C001271,Registrar General Department,Polonnaruwa,Birth Certificate,Bribery Demand,2023-10-29,2023-12-07,39,Resolved,4,High
C001272,Provincial Council Secretariat,Trincomalee,Police Report,Poor Facility Condition,2025-08-18,2025-09-29,42,Resolved,5,Medium
C001273,Department of Census and Statistics,Anuradhapura,Pension Claims,Long Queue,2024-09-04,2024-10-08,34,Resolved,3,High
C001274,Divisional Secretariat,Kalutara,Marriage Certificate,Poor Facility Condition,2025-08-20,2025-10-13,54,Resolved,5,Medium
C001275,Department of Pensions,Kurunegala,Birth Certificate,Overcharging,2025-02-11,,221,Pending,1,Low
C001276,Department of Pensions,Puttalam,Tax Filing,System Downtime,2024-08-07,2024-10-22,76,Resolved,2,Low
C001277,Department of Education,Hambantota,Land Registration,Rude Staff Behavior,2024-03-22,2024-07-18,118,Resolved,3,High
C001278,Department of Health Services,Mullaitivu,School Admission,Rude Staff Behavior,2025-04-25,2025-07-28,94,Resolved,5,Low
C001279,Municipal Council,Mullaitivu,Business Registration,Overcharging,2025-02-26,2025-05-18,81,Resolved,3,Low
C001280,Department of Motor Traffic,Ratnapura,Passport Application,Protocol Violation,2025-08-19,,32,Pending,4,Low
C001281,Registrar General Department,Matara,Pension Claims,Overcharging,2024-01-06,2024-02-16,41,Resolved,4,Medium
C001282,Department of Education,Kandy,Birth Certificate,Rude Staff Behavior,2024-09-12,2025-02-24,165,Resolved,4,Medium
C001283,Registrar General Department,Kilinochhi,Tax Filing,Poor Facility Condition,2024-10-31,2024-12-22,52,Resolved,3,Low
C001284,Department of Motor Traffic,Kurunegala,Marriage Certificate,Overcharging,2025-09-09,2025-10-09,30,Resolved,3,Low
C001285,Department of Health Services,Gampaha,Tax Filing,Missing Documents,2024-04-26,2024-05-05,9,Resolved,5,High
C001286,Municipal Council,Mullaitivu,Visa Processing,Incorrect Information,2024-04-26,,512,Pending,3,Medium
