post_id,department,district,post_date,sentiment_label,sentiment_score,sample_text,platform
P000623,Divisional Secretariat,Gampaha,2025-02-06,Neutral,-0.392,Experience with Department of Motor Traffic was normal,Instagram
P000624,Department of Census and Statistics,Badulla,2025-08-20,Negative,0.611,Divisional Secretariat service is corrupt,Twitter
P000625,Department of Pensions,Matale,2024-11-08,Negative,-0.011,Divisional Secretariat service is slow,Instagram
P000626,Municipal Council,Nuwara Eliya,2024-11-05,Neutral,-0.132,Experience with Pradeshiya Sabha was okay,Instagram
P000627,Department of Health Services,Badulla,2025-01-06,Negative,-0.9,Department of Motor Traffic service is frustrated,Facebook
P000628,Department of Pensions,Kalutara,2025-04-23,Neutral,-0.142,Experience with Provincial Council Secretariat was okay,Instagram
P000629,Registrar General Department,Ampara,2025-08-01,Negative,0.518,Pradeshiya Sabha service is waste of time,Instagram
P000630,Department of Motor Traffic,Mullaitivu,2025-06-28,Positive,0.777,Service at Divisional Secretariat was helpful,Facebook
P000631,Pradeshiya Sabha,Mannar,2024-12-28,Positive,0.109,Service at Department of Motor Traffic was helpful,Facebook
P000632,Municipal Council,Ampara,2024-11-04,Neutral,-0.031,Experience with Department of Motor Traffic was normal,Instagram
P000633,Department of Education,Nuwara Eliya,2024-09-25,Negative,-0.43,Pradeshiya Sabha service is corrupt,Twitter
P000634,Department of Census and Statistics,Kalutara,2025-08-08,Positive,0.493,Service at Department of Motor Traffic was fast,Instagram
P000635,Divisional Secretariat,Kurunegala,2025-03-26,Neutral,0.218,Experience with Registrar General Department was standard,Twitter
P000636,Department of Pensions,Polonnaruwa,2024-11-11,Neutral,0.86,Experience with Municipal Council was normal,Facebook
P000637,Divisional Secretariat,Mannar,2025-05-04,Negative,0.728,Registrar General Department service is frustrated,Twitter
P000638,Divisional Secretariat,Gampaha,2024-11-17,Positive,-0.834,Service at Department of Census and Statistics was excellent,Twitter
P000639,Department of Pensions,Anuradhapura,2025-06-03,Neutral,0.67,Experience with Department of Health Services was average,Twitter
P000640,Department of Motor Traffic,Kurunegala,2025-01-20,Negative,-0.345,Department of Education service is unprofessional,Facebook
P000641,Department of Immigration,Matara,2025-01-03,Neutral,0.234,Experience with Department of Immigration was standard,Instagram
P000642,Pradeshiya Sabha,Hambantota,2025-06-10,Negative,-0.488,Department of Census and Statistics service is corrupt,Twitter
P000643,Registrar General Department,Kandy,2025-09-17,Positive,-0.373,Service at Provincial Council Secretariat was good service,Facebook
P000644,Municipal Council,Mannar,2025-07-30,Negative,0.74,Divisional Secretariat service is corrupt,Twitter
P000645,Inland Revenue Department,Nuwara Eliya,2025-03-15,Negative,0.811,Provincial Council Secretariat service is corrupt,Twitter
P000646,Divisional Secretariat,Ampara,2025-06-01,Negative,-0.516,Department of Motor Traffic service is frustrated,Facebook
P000647,Municipal Council,Monaragala,2025-07-05,Negative,-0.559,Department of Immigration service is corrupt,Facebook
P000648,Pradeshiya Sabha,Galle,2025-08-01,Negative,0.138,Pradeshiya Sabha service is slow,Instagram
P000649,Department of Health Services,Nuwara Eliya,2025-04-06,Negative,0.103,Divisional Secretariat service is waste of time,Facebook
P000650,Department of Motor Traffic,Mullaitivu,2025-09-10,Positive,0.419,Service at Inland Revenue Department was helpful,Instagram
P000651,Department of Motor Traffic,Jaffna,2024-12-26,Negative,0.564,Department of Census and Statistics service is unprofessional,Twitter
P000652,Municipal Council,Kurunegala,2025-01-19,Negative,-0.682,Department of Pensions service is terrible,Facebook
P000653,Department of Education,Ratnapura,2024-12-26,Positive,-0.641,Service at Pradeshiya Sabha was helpful,Twitter
P000654,Department of Health Services,Kegalle,2025-09-08,Neutral,-0.686,Experience with Pradeshiya Sabha was standard,Instagram
P000655,Department of Health Services,Colombo,2025-05-31,Negative,0.047,Provincial Council Secretariat service is waste of time,Facebook
P000656,Department of Health Services,Matale,2025-07-12,Negative,0.511,Department of Immigration service is unprofessional,Instagram
P000657,Department of Motor Traffic,Kalutara,2025-03-12,Negative,-0.831,Department of Health Services service is waste of time,Twitter
P000658,Inland Revenue Department,Jaffna,2025-09-07,Neutral,0.534,Experience with Municipal Council was standard,Facebook
P000659,Department of Health Services,Monaragala,2025-03-31,Neutral,0.09,Experience with Department of Education was standard,Instagram
P000660,Registrar General Department,Matara,2025-01-13,Negative,0.974,Inland Revenue Department service is unprofessional,Instagram
P000661,Department of Motor Traffic,Monaragala,2024-12-25,Negative,0.942,Department of Education service is terrible,Facebook
P000662,Provincial Council Secretariat,Ratnapura,2024-11-25,Negative,0.993,Department of Immigration service is frustrated,Twitter
P000663,Divisional Secretariat,Vavuniya,2024-10-17,Neutral,0.602,Experience with Municipal Council was average,Facebook
P000664,Municipal Council,Ampara,2025-06-12,Negative,0.584,Pradeshiya Sabha service is corrupt,Facebook
P000665,Department of Immigration,Polonnaruwa,2025-07-23,Negative,-0.345,Department of Pensions service is corrupt,Facebook
P000666,Provincial Council Secretariat,Badulla,2025-09-13,Positive,-0.589,Service at Department of Immigration was fast,Facebook
P000667,Divisional Secretariat,Puttalam,2025-07-14,Neutral,0.374,Experience with Department of Pensions was normal,Facebook
P000668,Registrar General Department,Kurunegala,2025-02-02,Positive,0.356,Service at Provincial Council Secretariat was excellent,Facebook
P000669,Divisional Secretariat,Polonnaruwa,2024-12-02,Positive,-0.595,Service at Pradeshiya Sabha was efficient,Instagram
P000670,Municipal Council,Trincomalee,2025-03-07,Negative,-0.601,Registrar General Department service is terrible,Instagram
P000671,Department of Immigration,Puttalam,2025-03-08,Positive,0.033,Service at Department of Immigration was excellent,Instagram
P000672,Department of Education,Trincomalee,2025-06-17,Negative,-0.253,Department of Pensions service is unprofessional,Facebook
P000673,Department of Health Services,Polonnaruwa,2025-05-17,Neutral,-0.619,Experience with Registrar General Department was okay,Twitter
P000674,Municipal Council,Kegalle,2024-10-21,Negative,-0.17,Divisional Secretariat service is corrupt,Twitter
P000675,Department of Health Services,Anuradhapura,2024-11-26,Negative,-0.4,Department of Motor Traffic service is unprofessional,Twitter
P000676,Provincial Council Secretariat,Anuradhapura,2024-12-23,Negative,0.165,Department of Immigration service is frustrated,Twitter
P000677,Department of Health Services,Kegalle,2024-12-28,Negative,-0.938,Provincial Council Secretariat service is frustrated,Twitter
P000678,Department of Pensions,Anuradhapura,2025-07-31,Positive,0.489,Service at Department of Motor Traffic was efficient,Twitter
P000679,Provincial Council Secretariat,Colombo,2025-02-20,Neutral,0.015,Experience with Department of Motor Traffic was average,Facebook
P000680,Department of Pensions,Kegalle,2025-04-26,Neutral,-0.456,Experience with Municipal Council was typical,Facebook
P000681,Department of Health Services,Monaragala,2025-06-23,Positive,0.422,Service at Registrar General Department was fast,Facebook
P000682,Registrar General Department,Monaragala,2025-05-28,Neutral,0.175,Experience with Inland Revenue Department was typical,Instagram
P000683,Provincial Council Secretariat,Jaffna,2025-05-23,Neutral,0.397,Experience with Department of Motor Traffic was normal,Twitter
P000684,Department of Census and Statistics,Kegalle,2025-01-13,Neutral,-0.248,Experience with Department of Education was typical,Instagram
P000685,Registrar General Department,Kurunegala,2024-12-09,Neutral,0.518,Experience with Department of Immigration was okay,Twitter
P000686,Department of Pensions,Batticaloa,2025-01-21,Positive,-0.668,Service at Provincial Council Secretariat was good service,Twitter
P000687,Registrar General Department,Nuwara Eliya,2025-07-28,Neutral,0.929,Experience with Pradeshiya Sabha was average,Facebook
P000688,Department of Motor Traffic,Galle,2025-03-05,Negative,-0.885,Department of Education service is corrupt,Instagram
P000689,Provincial Council Secretariat,Kandy,2025-01-12,Negative,-0.104,Department of Immigration service is terrible,Twitter
P000690,Department of Education,Kilinochhi,2025-07-10,Negative,0.052,Pradeshiya Sabha service is slow,Instagram
P000691,Divisional Secretariat,Nuwara Eliya,2025-04-10,Positive,-0.952,Service at Registrar General Department was satisfied,Twitter
P000692,Department of Census and Statistics,Matale,2025-03-08,Positive,0.731,Service at Department of Pensions was excellent,Twitter
P000693,Registrar General Department,Colombo,2024-12-03,Neutral,0.15,Experience with Registrar General Department was typical,Twitter
P000694,Department of Education,Anuradhapura,2025-08-15,Positive,0.318,Service at Department of Motor Traffic was excellent,Twitter
P000695,Municipal Council,Nuwara Eliya,2025-02-28,Neutral,-0.688,Experience with Registrar General Department was average,Instagram
P000696,Department of Education,Gampaha,2024-10-15,Negative,-0.647,Registrar General Department service is slow,Instagram
P000697,Department of Pensions,Colombo,2024-11-18,Negative,-0.851,Provincial Council Secretariat service is terrible,Facebook
P000698,Inland Revenue Department,Vavuniya,2024-09-24,Negative,-0.928,Department of Health Services service is terrible,Facebook
P000699,Municipal Council,Ratnapura,2025-09-01,Negative,-0.435,Department of Education service is slow,Twitter
P000700,Department of Health Services,Ratnapura,2025-09-16,Negative,0.685,Divisional Secretariat service is frustrated,Twitter
P000701,Inland Revenue Department,Mannar,2025-05-19,Negative,-0.946,Department of Census and Statistics service is slow,Facebook
P000702,Registrar General Department,Gampaha,2025-04-06,Neutral,-0.375,Experience with Department of Health Services was average,Instagram
P000703,Department of Motor Traffic,Mannar,2025-05-17,Negative,0.331,Registrar General Department service is waste of time,Instagram
P000704,Municipal Council,Matale,2025-05-29,Neutral,-0.941,Experience with Registrar General Department was average,Facebook
P000705,Department of Pensions,Colombo,2025-07-05,Negative,-0.044,Department of Motor Traffic service is frustrated,Twitter
P000706,Municipal Council,Badulla,2024-12-03,Negative,-0.161,Inland Revenue Department service is corrupt,Facebook
P000707,Department of Health Services,Matara,2025-05-29,Negative,0.322,Divisional Secretariat service is terrible,Instagram
P000708,Inland Revenue Department,Matara,2025-04-30,Neutral,0.21,Experience with Department of Census and Statistics was standard,Instagram
P000709,Department of Motor Traffic,Colombo,2024-09-25,Negative,0.591,Provincial Council Secretariat service is terrible,Facebook
P000710,Department of Education,Mannar,2025-03-10,Positive,-0.912,Service at Department of Immigration was good service,Instagram
P000711,Registrar General Department,Hambantota,2024-10-23,Negative,-0.217,Provincial Council Secretariat service is slow,Twitter
P000712,Department of Pensions,Kegalle,2024-11-28,Neutral,0.266,Experience with Department of Motor Traffic was average,Facebook
P000713,Pradeshiya Sabha,Monaragala,2024-10-09,Neutral,0.901,Experience with Department of Census and Statistics was typical,Facebook
P000714,Registrar General Department,Trincomalee,2025-08-20,Neutral,-0.789,Experience with Department of Pensions was average,Instagram
P000715,Department of Immigration,Colombo,2025-06-02,Neutral,-0.81,Experience with Department of Motor Traffic was average,Facebook
P000716,Department of Motor Traffic,Vavuniya,2024-11-14,Positive,0.488,Service at Provincial Council Secretariat was satisfied,Instagram
P000717,Department of Education,Kilinochhi,2025-09-03,Positive,-0.76,Service at Department of Education was helpful,Instagram
P000718,Department of Education,Polonnaruwa,2025-01-26,Negative,-0.291,Department of Immigration service is waste of time,Twitter
P000719,Department of Immigration,Badulla,2024-10-23,Negative,-0.709,Registrar General Department service is waste of time,Instagram
P000720,Pradeshiya Sabha,Anuradhapura,2025-06-11,Neutral,0.348,Experience with Municipal Council was normal,Facebook
P000721,Municipal Council,Ampara,2024-12-08,Negative,0.569,Pradeshiya Sabha service is unprofessional,Twitter
P000722,Department of Education,Kalutara,2024-12-09,Positive,0.78,Service at Department of Motor Traffic was helpful,Twitter
P000723,Department of Pensions,Ampara,2025-05-26,Negative,-0.247,Municipal Council service is corrupt,Facebook
P000724,Pradeshiya Sabha,Ampara,2024-09-21,Positive,-0.77,Service at Department of Pensions was fast,Instagram
P000725,Registrar General Department,Jaffna,2025-05-31,Neutral,-0.273,Experience with Department of Pensions was normal,Facebook
